pmcid	extension	filename
PMC3914972	r	pone.0088465.s006.r
PMC3914972	r	pone.0088465.s007.r
PMC3914972	r	pone.0088465.s008.r
PMC3914972	r	pone.0088465.s009.r
PMC3914972	r	pone.0088465.s010.r
PMC3914972	r	pone.0088465.s011.r
PMC3914972	r	pone.0088465.s012.r
PMC10260977	r	41598_2023_36773_MOESM1_ESM.r
PMC3916328	tex	pone.0086268.s001.tex
PMC10280257	ipynb	peerj-cs-08-1129-s001.ipynb
PMC10280267	ipynb	peerj-cs-08-1168-s001.ipynb
PMC10280267	ipynb	peerj-cs-08-1168-s002.ipynb
PMC10280267	ipynb	peerj-cs-08-1168-s003.ipynb
PMC10280283	r	peerj-cs-09-1195-s001.r
PMC10280283	r	peerj-cs-09-1195-s002.r
PMC10280283	r	peerj-cs-09-1195-s003.r
PMC10280283	r	peerj-cs-09-1195-s004.r
PMC10280283	r	peerj-cs-09-1195-s005.r
PMC10280403	py	peerj-cs-09-1236-s001.py
PMC10280403	py	peerj-cs-09-1236-s003.py
PMC10280423	py	peerj-cs-09-1411-s002.py
PMC10280551	py	peerj-cs-09-1306-s001.py
PMC10280582	py	peerj-cs-09-1349-s001.py
PMC10280623	py	peerj-cs-09-1316-s001.py
PMC10280623	m	peerj-cs-09-1316-s002.m
PMC10280623	py	peerj-cs-09-1316-s005.py
PMC10289400	m	pone.0287464.s001.m
PMC3920635	tex	bit0111-0320-sd1.tex
PMC3923756	frt	pone.0087436.s001.frt
PMC3923756	frt	pone.0087436.s002.frt
PMC3923756	frt	pone.0087436.s003.frt
PMC3923756	frt	pone.0087436.s004.frt
PMC3923817	pl	pone.0088806.s006.pl
PMC3925083	py	pone.0085292.s001.py
PMC10336701	bib	sj-bib-2-mdm-10.1177_0272989X231162852.bib
PMC10336701	tex	sj-tex-3-mdm-10.1177_0272989X231162852.tex
PMC10336701	tex	sj-tex-4-mdm-10.1177_0272989X231162852.tex
PMC3929353	m	pone.0087357.s001.m
PMC3929353	m	pone.0087357.s002.m
PMC3929353	m	pone.0087357.s003.m
PMC3929353	m	pone.0087357.s004.m
PMC3930525	r	pone.0088364.s004.r
PMC10366230	ipynb	41598_2023_39079_MOESM4_ESM.ipynb
PMC3932456	svg	amiajnl-2013-001825-s1.svg
PMC3932456	svg	amiajnl-2013-001825-s2.svg
PMC3935411	svg	tpj0076-0530-sd16.svg
PMC3935411	svg	tpj0076-0530-sd17.svg
PMC10390476	r	41598_2023_39067_MOESM2_ESM.r
PMC3935846	tex	pone.0089131.s006.tex
PMC3935846	tex	pone.0089131.s007.tex
PMC3935846	tex	pone.0089131.s008.tex
PMC3935846	tex	pone.0089131.s009.tex
PMC3935846	tex	pone.0089131.s010.tex
PMC3936267	sps	jmir_v16i1e24_app6.sps
PMC10403182	py	peerj-cs-09-1422-s001.py
PMC10403182	py	peerj-cs-09-1422-s002.py
PMC10403182	py	peerj-cs-09-1422-s003.py
PMC10403182	py	peerj-cs-09-1422-s004.py
PMC10403182	py	peerj-cs-09-1422-s005.py
PMC10403182	py	peerj-cs-09-1422-s006.py
PMC10403182	py	peerj-cs-09-1422-s007.py
PMC10403182	py	peerj-cs-09-1422-s008.py
PMC10403182	py	peerj-cs-09-1422-s009.py
PMC10403182	py	peerj-cs-09-1422-s010.py
PMC10403182	py	peerj-cs-09-1422-s011.py
PMC10403182	py	peerj-cs-09-1422-s012.py
PMC3937096	ps	supp_E13-11-0634v1_mc-E13-11-0634-s03.ps
PMC3937096	ps	supp_E13-11-0634v1_mc-E13-11-0634-s05.ps
PMC3937096	ps	supp_E13-11-0634v1_mc-E13-11-0634-s06.ps
PMC3937096	ps	supp_E13-11-0634v1_mc-E13-11-0634-s07.ps
PMC3938139	sas	1471-2288-14-26-S1.sas
PMC3938139	sas	1471-2288-14-26-S7.sas
PMC10431055	m	PSP4-12-1047-s001.m
PMC10431055	mat	PSP4-12-1047-s002.mat
PMC10431055	m	PSP4-12-1047-s008.m
PMC10431055	m	PSP4-12-1047-s011.m
PMC10440272	json	10822_2023_522_MOESM1_ESM.json
PMC10440272	json	10822_2023_522_MOESM2_ESM.json
PMC10440272	json	10822_2023_522_MOESM3_ESM.json
PMC10440272	json	10822_2023_522_MOESM5_ESM.json
PMC3944024	r	pone.0090408.s001.r
PMC3944437	cp	elife01308s004.cp
PMC3945966	r	pone.0089832.s003.r
PMC3945966	r	pone.0089832.s004.r
PMC3945966	r	pone.0089832.s005.r
PMC3946424	py	pone.0089676.s002.py
PMC3948862	m	pone.0091350.s005.m
PMC3948862	m	pone.0091350.s006.m
PMC10474719	m	12929_2023_971_MOESM2_ESM.m
PMC10482301	svg	pntd.0011574.s001.svg
PMC10482301	svg	pntd.0011574.s002.svg
PMC3953514	r	pone.0091690.s013.r
PMC3953514	r	pone.0091690.s014.r
PMC10512936	r	peerj-11-16131-s002.r
PMC10522772	nb	41598_2023_43403_MOESM1_ESM.nb
PMC3962375	r	pone.0091840.s008.r
PMC10550152	r	pone.0290843.s003.R
PMC3962390	m	pone.0092221.s002.m
PMC3962446	mat	pone.0092584.s003.mat
PMC3962446	m	pone.0092584.s004.m
PMC3962484	py	supp_g3.113.009316_FileS1.py
PMC3965433	tex	pone.0092583.s001.tex
PMC10584089	do	pgph.0002457.s002.do
PMC10588692	r	peerj-cs-09-1518-s002.r
PMC9844866	r	pone.0279119.s003.R
PMC9909214	dot	TableS1.dot
PMC10078468	tex	COGS-47-0-s003.tex
PMC10124540	rmd	peerj-11-15188-s002.rmd
PMC3978261	kml	zookeys-390-001-s002.kml
PMC10237438	r	pone.0284822.s006.r
PMC10280498	v	peerj-cs-09-1300-s001.v
PMC10280498	v	peerj-cs-09-1300-s002.v
PMC10280579	py	peerj-cs-09-1351-s009.py
PMC10310025	svg	pcbi.1011232.s001.svg
PMC10310025	svg	pcbi.1011232.s002.svg
PMC10310025	svg	pcbi.1011232.s003.svg
PMC10310025	svg	pcbi.1011232.s004.svg
PMC10310025	svg	pcbi.1011232.s005.svg
PMC10310025	svg	pcbi.1011232.s006.svg
PMC10310025	svg	pcbi.1011232.s007.svg
PMC10310025	svg	pcbi.1011232.s008.svg
PMC10310025	svg	pcbi.1011232.s009.svg
PMC10310025	svg	pcbi.1011232.s010.svg
PMC10335663	scad	pone.0284256.s001.scad
PMC10335663	scad	pone.0284256.s003.scad
PMC10335663	scad	pone.0284256.s005.scad
PMC10335663	scad	pone.0284256.s007.scad
PMC10335663	scad	pone.0284256.s009.scad
PMC10335663	scad	pone.0284256.s011.scad
PMC10335663	scad	pone.0284256.s013.scad
PMC10335663	scad	pone.0284256.s015.scad
PMC3987104	r	1471-2105-15-88-S2.r
PMC3989769	kml	mmc1.kml
PMC3990548	r	pone.0094868.s005.r
PMC3994079	r	pone.0095711.s004.r
PMC10552744	r	peerj-11-16140-s004.r
PMC10553328	r	pone.0292341.s003.R
PMC10557513	py	peerj-cs-09-1553-s001.py
PMC10557513	py	peerj-cs-09-1553-s002.py
PMC10557513	py	peerj-cs-09-1553-s003.py
PMC10557513	py	peerj-cs-09-1553-s004.py
PMC10557513	py	peerj-cs-09-1553-s005.py
PMC10557513	py	peerj-cs-09-1553-s006.py
PMC10557513	py	peerj-cs-09-1553-s007.py
PMC10557513	py	peerj-cs-09-1553-s008.py
PMC3995693	pl	pone.0094920.s002.pl
PMC3998654	r	pone.0093485.s002.r
PMC3998654	svg	pone.0093485.s003.svg
PMC3998654	r	pone.0093485.s004.r
PMC10588715	ipynb	peerj-cs-09-1621-s001.ipynb
PMC10588715	py	peerj-cs-09-1621-s002.py
PMC10588715	py	peerj-cs-09-1621-s003.py
PMC10588715	py	peerj-cs-09-1621-s004.py
PMC3999199	r	pone.0096588.s001.r
PMC4003403	py	10822_2014_9720_MOESM3_ESM.py
PMC4005750	r	pone.0095857.s001.r
PMC4005750	r	pone.0095857.s002.r
PMC4008419	pl	pone.0095850.s003.pl
PMC10702976	ipynb	peerj-cs-09-1667-s001.ipynb
PMC10703010	ipynb	peerj-cs-09-1684-s001.ipynb
PMC10703020	py	peerj-cs-09-1647-s006.py
PMC10703064	py	peerj-cs-09-1649-s001.py
PMC10703064	py	peerj-cs-09-1649-s002.py
PMC4010295	kml	mmc1.kml
PMC10673897	svg	41598_2023_47930_MOESM1_ESM.svg
PMC4015389	tex	sim0032-3926-sd2.tex
PMC10699645	py	pcbi.1011645.s001.py
PMC10699645	py	pcbi.1011645.s002.py
PMC10699645	py	pcbi.1011645.s003.py
PMC10699645	py	pcbi.1011645.s004.py
PMC10699645	py	pcbi.1011645.s005.py
PMC10699645	ipynb	pcbi.1011645.s006.ipynb
PMC10699645	py	pcbi.1011645.s007.py
PMC10699645	py	pcbi.1011645.s008.py
PMC10699645	py	pcbi.1011645.s009.py
PMC10699645	py	pcbi.1011645.s010.py
PMC10699645	py	pcbi.1011645.s011.py
PMC10699645	py	pcbi.1011645.s012.py
PMC10702719	c	peerj-cs-09-1543-s002.c
PMC10702977	m	peerj-cs-09-1599-s001.m
PMC10703038	cpp	peerj-cs-09-1581-s002.cpp
PMC10703883	r	41598_2023_48990_MOESM10_ESM.r
PMC4017648	r	elife01381s002.R
PMC10716043	ipynb	41565_2023_1483_MOESM8_ESM.ipynb
PMC10716043	py	41565_2023_1483_MOESM9_ESM.py
PMC10769036	r	pone.0295411.s004.r
PMC10773692	r	peerj-cs-09-1748-s001.r
PMC10773829	ipynb	peerj-cs-09-1689-s001.ipynb
PMC10775981	yaml	pcbi.1011761.s001.yaml
PMC10775981	m	pcbi.1011761.s002.m
PMC10782956	do	peerj-12-16714-s001.do
PMC10782964	svg	spectrum.01964-23-s0003.svg
PMC10782964	svg	spectrum.01964-23-s0004.svg
PMC10785550	svg	13059_2023_3159_MOESM8_ESM.svg
PMC10803011	py	peerj-cs-10-1777-s002.py
PMC10803011	py	peerj-cs-10-1777-s003.py
PMC10803011	py	peerj-cs-10-1777-s004.py
PMC10803088	m	peerj-cs-10-1760-s001.m
PMC10803360	rmd	41598_2024_51461_MOESM1_ESM.rmd
PMC10804186	r	EHF2-11-126-s002.R
PMC4030251	ino	biodiversity_data_journal-2-e1059-s001.ino
PMC4030251	h	biodiversity_data_journal-2-e1059-s002.h
PMC10829431	r	NIHMS1957779-supplement-EE_analysis_Github.r
PMC10829431	r	NIHMS1957779-supplement-EE_analysis_K_AIC_Github.r
PMC10838096	m	peerj-12-16821-s002.m
PMC4036727	ps	pone.0097268.s001.ps
PMC10838533	r	peerj-12-16860-s011.r
PMC10840497	r	peerj-12-16852-s001.r
PMC4037862	ps	supp_mdu133_mdu133supp_fig1.ps
PMC4038600	r	pone.0098536.s019.r
PMC10852277	mat	pone.0289129.s001.mat
PMC10852277	mat	pone.0289129.s002.mat
PMC10852277	mat	pone.0289129.s003.mat
PMC10852277	mat	pone.0289129.s004.mat
PMC10852277	mat	pone.0289129.s005.mat
PMC10739466	do	701_2023_5850_MOESM6_ESM.do
PMC10746543	r	41589_2023_1409_MOESM4_ESM.r
PMC4047827	kml	mmc2.kml
PMC4048038	nb	mmc1.nb
PMC10764921	gcode	41598_2023_49680_MOESM3_ESM.gcode
PMC10764921	svg	41598_2023_49680_MOESM6_ESM.svg
PMC10764921	md	41598_2023_49680_MOESM7_ESM.md
PMC4051349	ps	supp_ddt513_ddt513supp_fig1.ps
PMC4051349	ps	supp_ddt513_ddt513supp_fig2.ps
PMC4051349	ps	supp_ddt513_ddt513supp_fig5.ps
PMC4051893	ps	supp_bht030_bht030supp_fig1.ps
PMC4051893	ps	supp_bht030_bht030supp_fig2.ps
PMC4053333	m	pone.0098881.s001.m
PMC4053362	r	pone.0099565.s001.r
PMC4053374	dot	pone.0099234.s005.dot
PMC4055756	r	pone.0099329.s002.r
PMC4056373	m	gb-2012-13-12-r123-S1.M
PMC10896086	r	peerj-12-16958-s003.r
PMC10898777	rmd	pcbi.1011876.s002.Rmd
PMC10899575	r	41598_2024_55249_MOESM5_ESM.r
PMC10909175	py	peerj-cs-10-1780-s001.py
PMC10909348	r	peerj-12-17019-s002.r
PMC10909348	r	peerj-12-17019-s003.r
PMC10909364	r	peerj-12-17046-s007.r
PMC4061062	r	pone.0100088.s007.r
PMC10929702	m	LC-024-D3LC00752A-s001.m
PMC10929702	m	LC-024-D3LC00752A-s008.m
PMC10929702	m	LC-024-D3LC00752A-s009.m
PMC10931486	rmd	pgph.0001541.s001.Rmd
PMC4064311	r	gm534-S2.r
PMC7343161	r	pone.0235263.s016.R
PMC7343161	r	pone.0235263.s017.R
PMC7343161	r	pone.0235263.s018.R
PMC7343161	r	pone.0235263.s019.R
PMC7343161	r	pone.0235263.s020.R
PMC7441635	jl	12711_2020_570_MOESM4_ESM.jl
PMC4070021	m	elife-02009-supp1.m
PMC4070021	m	elife-02009-supp2.m
PMC4070021	m	elife-02009-supp3.m
PMC4070284	m	elife02798s004.m
PMC7939368	do	pone.0247609.s003.do
PMC8046215	m	pone.0249589.s003.m
PMC4074201	dot	pone.0101408.s008.dot
PMC8236233	r	peerj-09-11622-s021.r
PMC8236233	r	peerj-09-11622-s023.r
PMC8520686	do	10198_2021_1390_MOESM3_ESM.do
PMC4079238	r	pone.0101054.s004.r
PMC8576561	m	peerj-cs-07-756-s001.m
PMC8576561	m	peerj-cs-07-756-s004.m
PMC8576561	m	peerj-cs-07-756-s006.m
PMC8576561	m	peerj-cs-07-756-s007.m
PMC4079557	r	pone.0101434.s001.r
PMC4082287	py	elife02565s001.py
PMC4082708	ps	mbo30003-0341-sd1.ps
PMC4082708	ps	mbo30003-0341-sd3.ps
PMC4082708	ps	mbo30003-0341-sd4.ps
PMC4082708	ps	mbo30003-0341-sd6.ps
PMC8802789	m	peerj-cs-08-845-s001.m
PMC8802789	m	peerj-cs-08-845-s002.m
PMC8857258	ts	41598_2022_6915_MOESM10_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM11_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM2_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM3_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM4_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM5_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM6_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM7_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM8_ESM.ts
PMC8857258	ts	41598_2022_6915_MOESM9_ESM.ts
PMC9070359	r	peerj-10-13359-s003.r
PMC9253447	mod	tcp-30-75-s004.mod
PMC9390902	m	pone.0269389.s004.m
PMC9390902	m	pone.0269389.s005.m
PMC4097990	tex	S0950268813002537sup003.tex
PMC9558620	sps	peerj-10-14091-s003.sps
PMC9558620	sps	peerj-10-14091-s004.sps
PMC4099369	r	pone.0102715.s003.r
PMC4100802	r	pone.0102316.s005.r
PMC4102424	pd	pgen.1004498.s012.pd
PMC4103772	r	pone.0100587.s011.r
PMC4103772	r	pone.0100587.s012.r
PMC4105540	ps	pone.0101199.s001.ps
PMC4105540	ps	pone.0101199.s002.ps
PMC4105540	ps	pone.0101199.s003.ps
PMC4106782	r	pone.0101757.s004.r
PMC4108329	m	pone.0102694.s001.m
PMC4108331	nb	pone.0102451.s001.nb
PMC4109948	r	pone.0102892.s002.r
PMC9718771	rmd	41598_2022_25094_MOESM1_ESM.rmd
PMC4111544	asp	pone.0103272.s003.asp
PMC4114560	ps	dme-31-540-s06.ps
PMC4114789	nlogo	pone.0103544.s002.nlogo
PMC4115658	pl	elife-03198-supp3.pl
PMC4116198	mat	pone.0103539.s001.mat
PMC9757570	do	pone.0279194.s001.do
PMC4118878	m	pone.0103445.s009.m
PMC4118999	r	pone.0103950.s005.r
PMC4118999	pl	pone.0103950.s006.pl
PMC9788079	mat	ROG-60-e2021RG000753-s005.mat
PMC9795990	r	BCP-88-5348-s002.R
PMC9795990	mod	BCP-88-5348-s003.mod
PMC4120419	mat	elife02812s001.mat
PMC4122366	tex	pone.0102713.s006.tex
PMC4123716	m	elife03043s001.m
PMC4125222	nlogo	pone.0104037.s005.nlogo
PMC9873164	m	pone.0280785.s002.m
PMC4126706	sce	pone.0104499.s007.sce
PMC9890792	sas	12877_2022_3701_MOESM2_ESM.sas
PMC9890792	r	12877_2022_3701_MOESM3_ESM.r
PMC4130450	r	ece30004-2945-SD1.R
PMC9928998	r	41669_2023_388_MOESM2_ESM.r
PMC9928998	r	41669_2023_388_MOESM3_ESM.r
PMC9928998	r	41669_2023_388_MOESM4_ESM.r
PMC4131837	ps	supp_dsu009_dsu009supp_fig1.ps
PMC4131837	ps	supp_dsu009_dsu009supp_fig2.ps
PMC4131837	ps	supp_dsu009_dsu009supp_fig3.ps
PMC9942958	sps	pone.0280445.s004.sps
PMC4136850	tex	pone.0104981.s001.tex
PMC4136850	tex	pone.0104981.s002.tex
PMC4136850	tex	pone.0104981.s003.tex
PMC4137999	r	pone.0099355.s001.r
PMC4138015	pl	pone.0106170.s003.pl
PMC9983423	py	peerj-11-14953-s001.py
PMC9983423	py	peerj-11-14953-s003.py
PMC4139316	nlogo	pone.0104660.s008.nlogo
PMC4140603	r	jec0102-0845-sd3.R
PMC4140603	r	jec0102-0845-sd4.R
PMC4140732	kml	pone.0104982.s007.kml
PMC4141765	pl	pone.0104920.s022.pl
PMC10012525	m	13007_2023_992_MOESM3_ESM.m
PMC4143321	m	pone.0105861.s006.m
PMC10014062	r	PSP4-12-311-s003.r
PMC10014062	r	PSP4-12-311-s004.r
PMC10014062	r	PSP4-12-311-s005.r
PMC10019095	m	10803_2022_5562_MOESM10_ESM.m
PMC10019095	m	10803_2022_5562_MOESM11_ESM.m
PMC10019095	m	10803_2022_5562_MOESM12_ESM.m
PMC10019095	m	10803_2022_5562_MOESM13_ESM.m
PMC10019095	m	10803_2022_5562_MOESM19_ESM.m
PMC10019095	m	10803_2022_5562_MOESM1_ESM.m
PMC10019095	m	10803_2022_5562_MOESM20_ESM.m
PMC10019095	m	10803_2022_5562_MOESM21_ESM.m
PMC10019095	m	10803_2022_5562_MOESM25_ESM.m
PMC10019095	m	10803_2022_5562_MOESM26_ESM.m
PMC10019095	m	10803_2022_5562_MOESM27_ESM.m
PMC10019095	m	10803_2022_5562_MOESM28_ESM.m
PMC10019095	m	10803_2022_5562_MOESM29_ESM.m
PMC10019095	m	10803_2022_5562_MOESM2_ESM.m
PMC10019095	m	10803_2022_5562_MOESM30_ESM.m
PMC10019095	m	10803_2022_5562_MOESM31_ESM.m
PMC10019095	m	10803_2022_5562_MOESM32_ESM.m
PMC10019095	m	10803_2022_5562_MOESM33_ESM.m
PMC10019095	m	10803_2022_5562_MOESM34_ESM.m
PMC10019095	m	10803_2022_5562_MOESM38_ESM.m
PMC10019095	m	10803_2022_5562_MOESM39_ESM.m
PMC10019095	m	10803_2022_5562_MOESM3_ESM.m
PMC10019095	m	10803_2022_5562_MOESM40_ESM.m
PMC10019095	m	10803_2022_5562_MOESM41_ESM.m
PMC10019095	m	10803_2022_5562_MOESM42_ESM.m
PMC10019095	m	10803_2022_5562_MOESM43_ESM.m
PMC10019095	m	10803_2022_5562_MOESM45_ESM.m
PMC10019095	m	10803_2022_5562_MOESM46_ESM.m
PMC10019095	m	10803_2022_5562_MOESM47_ESM.m
PMC10019095	m	10803_2022_5562_MOESM48_ESM.m
PMC10019095	m	10803_2022_5562_MOESM49_ESM.m
PMC10019095	m	10803_2022_5562_MOESM50_ESM.m
PMC10019095	m	10803_2022_5562_MOESM51_ESM.m
PMC10019095	m	10803_2022_5562_MOESM52_ESM.m
PMC10019095	m	10803_2022_5562_MOESM55_ESM.m
PMC10019095	m	10803_2022_5562_MOESM56_ESM.m
PMC10019095	m	10803_2022_5562_MOESM57_ESM.m
PMC10019095	m	10803_2022_5562_MOESM72_ESM.m
PMC10019095	m	10803_2022_5562_MOESM73_ESM.m
PMC10019095	m	10803_2022_5562_MOESM74_ESM.m
PMC10019095	m	10803_2022_5562_MOESM75_ESM.m
PMC10019095	m	10803_2022_5562_MOESM7_ESM.m
PMC10019095	m	10803_2022_5562_MOESM8_ESM.m
PMC10019095	m	10803_2022_5562_MOESM9_ESM.m
PMC10021543	do	pgph.0000257.s008.do
PMC10022082	r	pgph.0001455.s007.R
PMC4149506	r	pone.0106084.s007.r
PMC4149506	r	pone.0106084.s008.r
PMC10062620	do	pone.0280253.s005.do
PMC4150305	mat	rstb20130530supp3.mat
PMC4150305	mat	rstb20130530supp4.mat
PMC4150305	mat	rstb20130530supp5.mat
PMC4151086	r	elife02863s002.r
PMC10072469	do	pone.0284032.s007.do
PMC4152220	do	pone.0105606.s001.do
PMC4152826	kml	biodiversity_data_journal-2-e1110-s001.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s002.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s003.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s004.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s005.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s006.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s007.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s008.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s009.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s010.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s011.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s012.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s013.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s014.kml
PMC4152826	kml	biodiversity_data_journal-2-e1110-s015.kml
PMC4152829	r	biodiversity_data_journal-2-e1143-s001.r
PMC4156348	r	pone.0106550.s002.r
PMC4159146	tex	pone.0104253.s010.tex
PMC10124544	r	peerj-11-15223-s006.r
PMC10127407	m	12859_2023_5295_MOESM3_ESM.m
PMC4161972	pl	elife03703s003.pl
PMC4161972	r	elife03703s004.R
PMC10153688	dot	pntd.0011280.s003.dot
PMC10153688	dot	pntd.0011280.s004.dot
PMC4169567	r	pone.0107680.s015.r
PMC4169567	r	pone.0107680.s016.r
PMC4174445	r	supp_045104.114_rateSeqFit.R
PMC4176719	brd	pone.0108097.s001.brd
PMC4177555	hpp	pone.0108847.s006.hpp
PMC10266611	c	pone.0286499.s002.c
PMC10276556	m	peerj-11-15292-s001.m
PMC10276556	m	peerj-11-15292-s002.m
PMC10280404	cpp	peerj-cs-09-1367-s002.cpp
PMC10280424	ipynb	peerj-cs-09-1265-s001.ipynb
PMC10280424	ipynb	peerj-cs-09-1265-s002.ipynb
PMC10280424	ipynb	peerj-cs-09-1265-s003.ipynb
PMC10280456	py	peerj-cs-09-1229-s003.py
PMC10280470	ipynb	peerj-cs-09-1216-s001.ipynb
PMC10280470	ipynb	peerj-cs-09-1216-s002.ipynb
PMC10280470	ipynb	peerj-cs-09-1216-s003.ipynb
PMC10280502	cpp	peerj-cs-09-1409-s004.cpp
PMC4181488	ps	irv0008-0384-SD1.ps
PMC4181488	ps	irv0008-0384-SD2.ps
PMC4181488	ps	irv0008-0384-SD3.ps
PMC4181488	ps	irv0008-0384-SD4.ps
PMC4181488	ps	irv0008-0384-SD5.ps
PMC4181978	r	pone.0098643.s003.r
PMC4183428	m	pcbi.1003866.s001.m
PMC4186253	m	rsta20130403supp2.m
PMC4186253	m	rsta20130403supp3.m
PMC4186253	m	rsta20130403supp4.m
PMC10321519	tex	SC-014-D3SC00561E-s002.tex
PMC4188819	r	pone.0109557.s003.r
PMC4193854	m	pone.0109940.s005.m
PMC4196607	r	supp_114.164442_FileS2.R
PMC10386961	r	11222_2023_10280_MOESM1_ESM.r
PMC10388238	r	zea_69_6_335_esm4.R
PMC4197467	mat	rspa20140370Supp2.mat
PMC4197467	mat	rspa20140370Supp3.mat
PMC4197467	mat	rspa20140370Supp4.mat
PMC4197467	mat	rspa20140370Supp5.mat
PMC10403203	ipynb	peerj-cs-09-1485-s001.ipynb
PMC10403203	ipynb	peerj-cs-09-1485-s002.ipynb
PMC4199482	nb	pcbi.1003850.s001.nb
PMC4201283	ps	supp_gad.245142.114_Supplemental_Fig_S1-1.ps
PMC4201283	ps	supp_gad.245142.114_Supplemental_Fig_S2.ps
PMC4201283	ps	supp_gad.245142.114_Supplemental_Fig_S3.ps
PMC4201283	ps	supp_gad.245142.114_Supplemental_Fig_S4.ps
PMC4201289	ps	supp_28.20.2291_Supp_figure_1.ps
PMC4201289	ps	supp_28.20.2291_Supp_figure_2.ps
PMC4201289	ps	supp_28.20.2291_Supp_figure_3.ps
PMC4201289	ps	supp_28.20.2291_Supp_figure_4.ps
PMC4201289	ps	supp_28.20.2291_Supp_figure_5.ps
PMC4201420	r	ece30004-2046-sd2.R
PMC4203299	r	ece30004-2577-sd1.R
PMC10432373	rmd	10816_2022_9573_MOESM3_ESM.rmd
PMC4204849	m	pone.0109747.s004.m
PMC4204849	m	pone.0109747.s005.m
PMC4204849	m	pone.0109747.s006.m
PMC4204849	m	pone.0109747.s007.m
PMC4204849	m	pone.0109747.s008.m
PMC4204849	m	pone.0109747.s009.m
PMC10438383	ipynb	pnas.2302093120.sd02.ipynb
PMC4206505	r	pone.0111086.s002.r
PMC4207670	svg	pntd.0003216.s002.svg
PMC4208355	nb	rsif20140054supp2.nb
PMC4208355	nb	rsif20140054supp3.nb
PMC4208802	kml	pone.0111017.s005.kml
PMC4208802	kml	pone.0111017.s006.kml
PMC10474834	py	peerj-11-15866-s025.py
PMC10474834	py	peerj-11-15866-s026.py
PMC10481624	do	sj-do-1-hpp-10.1177_15248399221098349.do
PMC4211704	mat	pone.0111007.s001.mat
PMC4211737	dot	pone.0111451.s007.dot
PMC10485323	r	ECE3-13-e10408-s005.R
PMC10492425	sps	sj-sps-4-hpq-10.1177_13591053231161065.sps
PMC10499247	r	pone.0290547.s004.R
PMC10502135	py	41598_2023_42523_MOESM2_ESM.py
PMC4214710	tex	pone.0110629.s001.tex
PMC10506583	r	peerj-11-15987-s004.r
PMC10506583	r	peerj-11-15987-s005.r
PMC10506583	r	peerj-11-15987-s006.r
PMC10518917	rmd	12879_2023_8626_MOESM2_ESM.rmd
PMC4218721	m	pone.0111330.s002.m
PMC4218721	m	pone.0111330.s003.m
PMC4218721	m	pone.0111330.s004.m
PMC4218721	m	pone.0111330.s005.m
PMC4218721	m	pone.0111330.s006.m
PMC4218721	m	pone.0111330.s007.m
PMC4218721	m	pone.0111330.s008.m
PMC4218721	m	pone.0111330.s009.m
PMC4218722	r	pone.0111335.s010.r
PMC4218722	r	pone.0111335.s011.r
PMC4218722	r	pone.0111335.s012.r
PMC4218722	r	pone.0111335.s013.r
PMC4218771	r	pone.0111576.s003.r
PMC4218771	r	pone.0111576.s004.r
PMC4218771	py	pone.0111576.s005.py
PMC4218771	py	pone.0111576.s006.py
PMC4218784	r	pone.0111614.s003.r
PMC4218784	r	pone.0111614.s004.r
PMC4218784	r	pone.0111614.s005.r
PMC4218784	r	pone.0111614.s006.r
PMC10538772	ipynb	pone.0286541.s001.ipynb
PMC10538772	ipynb	pone.0286541.s002.ipynb
PMC10557519	py	peerj-cs-09-1554-s003.py
PMC10557519	py	peerj-cs-09-1554-s005.py
PMC4222884	mat	1475-2859-12-118-S5.mat
PMC4222884	mat	1475-2859-12-118-S6.mat
PMC10569531	bib	pone.0286821.s001.bib
PMC4223896	mat	rsif20140645supp1.mat
PMC4224508	mat	pone.0112547.s007.mat
PMC4224508	mat	pone.0112547.s008.mat
PMC4224527	r	ece30004-3514-sd1.R
PMC4224747	c	10827_2014_521_MOESM3_ESM.c
PMC10576964	r	peerj-11-16240-s001.r
PMC10582215	ipynb	LRH2-7-e10393-s001.ipynb
PMC10584860	do	41598_2023_43879_MOESM1_ESM.do
PMC4228337	r	1471-2105-14-317-S2.r
