pmcid	extension	filename
PMC5593512	r	elife-26424-code4.r
PMC5593512	m	elife-26424-code5.m
PMC5593512	m	elife-26424-code6.m
PMC5593512	m	elife-26424-fig1-code1.m
PMC5594614	cdf	12915_2017_420_MOESM2_ESM.cdf
PMC5594614	cdf	12915_2017_420_MOESM3_ESM.cdf
PMC5595264	m	mmc1.m
PMC5597208	bash	pone.0184119.s014.bash
PMC5597208	bash	pone.0184119.s015.bash
PMC5597334	m	elife-28081-code1.m
PMC5597334	m	elife-28081-code2.m
PMC5599232	py	elife-25301-code1.py
PMC5600176	r	peerj-05-3785-s003.r
PMC5600378	mat	pone.0184682.s003.mat
PMC5600378	r	pone.0184682.s006.R
PMC5602685	owl	peerj-05-3811-s001.owl
PMC5602685	owl	peerj-05-3811-s002.owl
PMC5602700	r	peerj-05-3761-s001.r
PMC5602700	r	peerj-05-3761-s004.r
PMC5603635	mat	11517_2017_1631_MOESM1_ESM.mat
PMC5604503	r	12874_2017_377_MOESM3_ESM.r
PMC5606031	json	13326_2017_148_MOESM1_ESM.json
PMC5606903	r	ECE3-7-7304-s001.R
PMC5606903	r	ECE3-7-7304-s002.R
PMC5606903	r	ECE3-7-7304-s003.R
PMC5606903	r	ECE3-7-7304-s004.R
PMC5607910	r	peerj-05-3806-s001.r
PMC5608512	r	elife-28620-fig1-code1.r
PMC5608512	r	elife-28620-fig1-code2.r
PMC5608512	r	elife-28620-fig2-code1.r
PMC5608512	r	elife-28620-fig3-code1.r
PMC5608512	r	elife-28620-fig4-code1.r
PMC5608512	r	elife-28620-fig4-code2.r
PMC5608512	r	elife-28620-fig5-code1.r
PMC5608512	r	elife-28620-fig5-code2.r
PMC5608512	r	elife-28620-fig6-code1.r
PMC5608512	r	elife-28620-fig6-code2.r
PMC5609058	r	40462_2017_111_MOESM1_ESM.r
PMC5613178	tex	PSP4-6-589-s003.tex
PMC5614558	pl	elife-28802-code.pl
PMC5615083	do	13550_2017_328_MOESM2_ESM.do
PMC5617167	tex	pone.0184632.s001.tex
PMC5617167	tex	pone.0184632.s004.tex
PMC5617167	tex	pone.0184632.s005.tex
PMC5617167	tex	pone.0184632.s006.tex
PMC5617173	pl	pone.0185207.s003.pl
PMC5619791	r	pone.0185528.s001.R
PMC5624292	r	peerj-05-3842-s006.r
PMC5624368	nb	CIE.nb
PMC5624368	nb	Imaging.nb
PMC5624368	nb	Sand.nb
PMC5624368	nb	SpectralCorrelation.nb
PMC5626481	m	elife-29639-code1.m
PMC5626481	m	elife-29639-code2.m
PMC5626481	m	elife-29639-code3.m
PMC5626481	m	elife-29639-code4.m
PMC5626505	py	pone.0185849.s005.py
PMC5627099	nb	rsos170536supp3.nb
PMC5627118	r	rsos170760supp2.R
PMC5627908	m	pone.0185261.s002.m
PMC5629611	kml	12920_2017_287_MOESM4_ESM.kml
PMC5629611	kml	12920_2017_287_MOESM5_ESM.kml
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S1.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S10.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S11.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S12.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S13.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S14.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S15.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S16.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S2.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S3.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S4.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S5.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S6.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S7.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S8.ps
PMC5630023	ps	supp_gad.300988.117_Supplemental_Fig_S9.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS1.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS2.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS3.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS4.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS5.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS6.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS7.ps
PMC5630024	ps	supp_gad.301499.117_Supplemental_FigS8.ps
PMC5630158	tab	pcbi.1005734.s013.tab
PMC5632613	r	ECE3-7-7884-s005.R
PMC5632625	nb	ECE3-7-8008-s003.nb
PMC5632956	do	replication_manuscript.do
PMC5632956	do	replication_online_appendix.do
PMC5633203	py	pbio.2002439.s010.py
PMC5633203	py	pbio.2002439.s011.py
PMC5634631	svg	pcbi.1005758.s013.svg
PMC5634658	py	pntd.0005962.s008.py
PMC5634659	sas	pone.0185957.s002.sas
PMC5635776	m	medsci-05-00001-s001.m
PMC5636089	r	pone.0185577.s003.R
PMC5638210	json	pcbi.1005134.s004.json
PMC5638442	sas	pone.0186144.s005.sas
PMC5640977	r	peerj-05-3899-s003.r
PMC5641425	rmd	peerj-05-3903-s004.rmd
PMC5644975	do	pone.0185739.s004.do
PMC5644975	do	pone.0185739.s005.do
PMC5644975	do	pone.0185739.s006.do
PMC5646755	mat	pbio.2000841.s002.mat
PMC5646755	mat	pbio.2000841.s012.mat
PMC5646755	mat	pbio.2000841.s013.mat
PMC5646755	mat	pbio.2000841.s014.mat
PMC5646755	mat	pbio.2000841.s015.mat
PMC5646755	mat	pbio.2000841.s016.mat
PMC5646755	mat	pbio.2000841.s017.mat
PMC5646755	mat	pbio.2000841.s018.mat
PMC5646755	mat	pbio.2000841.s019.mat
PMC5646755	mat	pbio.2000841.s020.mat
PMC5646755	mat	pbio.2000841.s024.mat
PMC5646792	r	pone.0185701.s002.R
PMC5647454	tex	NIHMS798298-supplement-Suppl.tex
PMC5648032	ps	supp_062687.117_Supplemental_Figure_S1.ps
PMC5648032	ps	supp_062687.117_Supplemental_Figure_S2.ps
PMC5648032	ps	supp_062687.117_Supplemental_Figure_S3.ps
PMC5648032	ps	supp_062687.117_SuppLemental_Figure_S4.ps
PMC5648032	ps	supp_062687.117_Supplemental_Figure_S5.ps
PMC5648032	ps	supp_062687.117_Supplemental_Figure_S6.ps
PMC5648032	ps	supp_062687.117_Supplemental_Figure_S7.ps
PMC5648257	cdf	pgen.1007039.s005.cdf
PMC5648667	r	ECE3-7-8388-s006.R
PMC5648667	r	ECE3-7-8388-s007.R
PMC5648667	r	ECE3-7-8388-s008.R
PMC5648669	tex	ECE3-7-8338-s002.tex
PMC5649605	r	peerj-05-3859-s001.r
PMC5649605	r	peerj-05-3859-s003.r
PMC5651168	r	peerj-05-3911-s002.r
PMC5653206	r	pone.0185812.s002.r
PMC5653206	tab	pone.0185812.s003.tab
PMC5653206	tab	pone.0185812.s004.tab
PMC5653206	tab	pone.0185812.s005.tab
PMC5655155	m	elife-29515-code4.m
PMC5655752	r	SIM-36-3858-s001.R
PMC5655752	r	SIM-36-3858-s002.R
PMC5656817	r	EVO-71-2522-s006.R
PMC5658065	m	elife-25197-code1.m
PMC5658065	m	elife-25197-code2.m
PMC5658171	r	ppat.1006678.s030.R
PMC5658192	py	pgen.1007041.s015.py
PMC5660143	py	109_2017_1582_MOESM1_ESM.py
PMC5660604	do	peerj-05-3871-s001.do
PMC5660604	do	peerj-05-3871-s003.do
PMC5660877	r	peerj-05-3958-s001.r
PMC5661431	r	peerj-05-3795-s007.r
PMC5661431	r	peerj-05-3795-s008.r
PMC5661431	r	peerj-05-3795-s009.r
PMC5663434	rmd	pone.0187037.s001.Rmd
PMC5665003	kml	bdj-05-e14790-s001.kml
PMC5665005	kml	bdj-05-e20810-s001.kml
PMC5665005	kml	bdj-05-e20810-s002.kml
PMC5665005	kml	bdj-05-e20810-s003.kml
PMC5665005	kml	bdj-05-e20810-s004.kml
PMC5665005	kml	bdj-05-e20810-s005.kml
PMC5665005	kml	bdj-05-e20810-s006.kml
PMC5665005	kml	bdj-05-e20810-s007.kml
PMC5665005	kml	bdj-05-e20810-s008.kml
PMC5665005	kml	bdj-05-e20810-s009.kml
PMC5665005	kml	bdj-05-e20810-s010.kml
PMC5665005	kml	bdj-05-e20810-s011.kml
PMC5665005	kml	bdj-05-e20810-s012.kml
PMC5665005	kml	bdj-05-e20810-s013.kml
PMC5665005	kml	bdj-05-e20810-s014.kml
PMC5665005	kml	bdj-05-e20810-s015.kml
PMC5665005	kml	bdj-05-e20810-s016.kml
PMC5665005	kml	bdj-05-e20810-s017.kml
PMC5665005	kml	bdj-05-e20810-s018.kml
PMC5665005	kml	bdj-05-e20810-s019.kml
PMC5665005	kml	bdj-05-e20810-s020.kml
PMC5665005	kml	bdj-05-e20810-s021.kml
PMC5665005	kml	bdj-05-e20810-s022.kml
PMC5665005	kml	bdj-05-e20810-s023.kml
PMC5665005	kml	bdj-05-e20810-s024.kml
PMC5665005	kml	bdj-05-e20810-s025.kml
PMC5665005	kml	bdj-05-e20810-s026.kml
PMC5665005	kml	bdj-05-e20810-s027.kml
PMC5665005	kml	bdj-05-e20810-s028.kml
PMC5665005	kml	bdj-05-e20810-s029.kml
PMC5665005	kml	bdj-05-e20810-s030.kml
PMC5665005	kml	bdj-05-e20810-s031.kml
PMC5665005	kml	bdj-05-e20810-s032.kml
PMC5665005	kml	bdj-05-e20810-s033.kml
PMC5665005	kml	bdj-05-e20810-s034.kml
PMC5665005	kml	bdj-05-e20810-s035.kml
PMC5665005	kml	bdj-05-e20810-s036.kml
PMC5665005	kml	bdj-05-e20810-s037.kml
PMC5665005	kml	bdj-05-e20810-s038.kml
PMC5665005	kml	bdj-05-e20810-s039.kml
PMC5665005	kml	bdj-05-e20810-s040.kml
PMC5665005	kml	bdj-05-e20810-s041.kml
PMC5665005	kml	bdj-05-e20810-s042.kml
PMC5665005	kml	bdj-05-e20810-s043.kml
PMC5665005	kml	bdj-05-e20810-s044.kml
PMC5665005	kml	bdj-05-e20810-s045.kml
PMC5665005	kml	bdj-05-e20810-s046.kml
PMC5665005	kml	bdj-05-e20810-s047.kml
PMC5665005	kml	bdj-05-e20810-s048.kml
PMC5665005	kml	bdj-05-e20810-s049.kml
PMC5665005	kml	bdj-05-e20810-s050.kml
PMC5665005	kml	bdj-05-e20810-s051.kml
PMC5665005	kml	bdj-05-e20810-s052.kml
PMC5665005	kml	bdj-05-e20810-s053.kml
PMC5665005	kml	bdj-05-e20810-s054.kml
PMC5665005	kml	bdj-05-e20810-s055.kml
PMC5665773	do	rsbl20170464supp2.do
PMC5666243	m	rsos170360supp3.m
PMC5667932	py	elife-27356-code1.py
PMC5669422	tex	pgen.1007028.s004.tex
PMC5669422	tex	pgen.1007028.s005.tex
PMC5669422	tex	pgen.1007028.s006.tex
PMC5669422	tex	pgen.1007028.s007.tex
PMC5669422	tex	pgen.1007028.s008.tex
PMC5669422	tex	pgen.1007028.s009.tex
PMC5669422	tex	pgen.1007028.s010.tex
PMC5669422	tex	pgen.1007028.s011.tex
PMC5669422	tex	pgen.1007028.s012.tex
PMC5669498	r	pcbi.1005812.s006.R
PMC5673185	tex	pone.0187301.s001.tex
PMC5673192	tex	pone.0187097.s001.tex
PMC5673192	tex	pone.0187097.s002.tex
PMC5673192	tex	pone.0187097.s003.tex
PMC5673192	tex	pone.0187097.s004.tex
PMC5673192	tex	pone.0187097.s005.tex
PMC5675459	m	pbio.2002518.s009.m
PMC5679535	svg	pone.0187934.s001.svg
PMC5679535	svg	pone.0187934.s002.svg
PMC5679535	svg	pone.0187934.s003.svg
PMC5680669	nb	bdj-05-e21139-s001.nb
PMC5680669	nb	bdj-05-e21139-s003.nb
PMC5682100	r	peerj-05-3940-s001.r
PMC5683210	tex	HTL.SI.2017.0064.SUP1.tex
PMC5685581	py	pone.0187938.s002.py
PMC5685607	m	pone.0188107.s003.m
PMC5685607	m	pone.0188107.s004.m
PMC5685607	m	pone.0188107.s005.m
PMC5685607	m	pone.0188107.s006.m
PMC5686275	rmd	10928_2017_9550_MOESM12_ESM.rmd
PMC5687765	m	pone.0188073.s001.m
PMC5687860	r	elife-28683-code.r
PMC5688710	r	12859_2017_1870_MOESM31_ESM.r
PMC5688710	r	12859_2017_1870_MOESM32_ESM.r
PMC5688710	r	12859_2017_1870_MOESM33_ESM.r
PMC5689021	r	peerj-05-3917-s002.r
PMC5689487	r	ECE3-7-8989-s008.R
PMC5690993	m	ACM2-16-501-s001.m
PMC5690993	m	ACM2-16-501-s002.m
PMC5693115	r	elife-29144-code1.r
PMC5693115	stan	elife-29144-code2.stan
PMC5693115	nlogo	elife-29144-code3.nlogo
PMC5693418	m	pone.0188266.s001.m
PMC5693418	mat	pone.0188266.s002.mat
PMC5693421	m	pone.0188256.s002.m
PMC5693421	m	pone.0188256.s003.m
PMC5693421	m	pone.0188256.s004.m
PMC5693421	m	pone.0188256.s005.m
PMC5693421	m	pone.0188256.s006.m
PMC5693421	m	pone.0188256.s007.m
PMC5693421	m	pone.0188256.s008.m
PMC5693451	c	pcbi.1005847.s010.c
PMC5693592	m	13068_2017_967_MOESM8_ESM.m
PMC5695613	r	pone.0187568.s007.R
PMC5695909	m	elife-28975-code1.m
PMC5697563	do	eup-16-1245-File005.do
PMC5697930	nb	elife-30688-supp1.nb
PMC5699130	r	12982_2017_67_MOESM1_ESM.r
PMC5699812	r	pone.0188447.s002.r
PMC5701433	owl	13326_2017_165_MOESM3_ESM.owl
PMC5701548	pl	peerj-05-3998-s002.pl
PMC5701796	m	elife-25950-code1.m
PMC5702135	m	13104_2017_2945_MOESM1_ESM.m
PMC5702135	m	13104_2017_2945_MOESM3_ESM.m
PMC5703451	mat	pone.0188329.s004.mat
PMC5703451	mat	pone.0188329.s005.mat
PMC5703645	pl	elife-27860-code1.pl
PMC5704640	r	12864_2017_4280_MOESM2_ESM.r
PMC5705070	do	pmed.1002463.s002.do
PMC5705216	py	elife-28306-code1.py
PMC5705216	py	elife-28306-code2.py
PMC5705216	py	elife-28306-code3.py
PMC5705216	py	elife-28306-code4.py
PMC5705216	py	elife-28306-code5.py
PMC5706310	sas	12889_2017_4904_MOESM1_ESM.sas
PMC5706346	tex	PSP4-6-469-s007.tex
PMC5707916	r	12983_2017_241_MOESM5_ESM.r
PMC5708727	mat	pone.0188834.s004.mat
PMC5708727	mat	pone.0188834.s005.mat
PMC5708727	mat	pone.0188834.s006.mat
PMC5708727	mat	pone.0188834.s007.mat
PMC5708727	mat	pone.0188834.s008.mat
PMC5708727	mat	pone.0188834.s009.mat
PMC5708727	mat	pone.0188834.s010.mat
PMC5708838	m	pone.0189088.s001.m
PMC5708838	m	pone.0189088.s002.m
PMC5709917	r	40168_2017_371_MOESM7_ESM.r
PMC5710091	r	12859_2017_1951_MOESM8_ESM.r
PMC5711119	m	ACM2-15-013-s001.m
PMC5711119	m	ACM2-15-013-s002.m
PMC5712128	cpp	12918_2017_483_MOESM7_ESM.cpp
PMC5712201	py	12918_2017_499_MOESM2_ESM.py
PMC5712470	r	peerj-05-4078-s002.r
PMC5717655	py	rsos170885supp2.py
PMC5717655	cpp	rsos170885supp4.cpp
PMC5718136	owl	12911_2017_568_MOESM2_ESM.owl
PMC5719527	sh	12859_2017_1952_MOESM3_ESM.sh
PMC5719591	r	12863_2017_571_MOESM1_ESM.r
PMC5719591	pl	12863_2017_571_MOESM8_ESM.pl
PMC5720690	r	pone.0189124.s034.r
PMC5720690	r	pone.0189124.s035.r
PMC5720690	r	pone.0189124.s036.r
PMC5720690	r	pone.0189124.s037.r
PMC5720690	r	pone.0189124.s038.r
PMC5720693	tab	pone.0189064.s005.tab
PMC5720693	tab	pone.0189064.s006.tab
PMC5720693	tab	pone.0189064.s007.tab
PMC5720693	tab	pone.0189064.s008.tab
PMC5720693	tab	pone.0189064.s009.tab
PMC5720693	tab	pone.0189064.s010.tab
PMC5720723	py	pone.0189181.s015.py
PMC5720723	r	pone.0189181.s016.R
PMC5721607	r	12886_2017_597_MOESM2_ESM.r
PMC5721906	rmd	peerj-05-4116-s002.rmd
PMC5722377	mat	pone.0189189.s001.mat
PMC5723459	dot	ACM2-6-050-s001.dot
PMC5723611	tex	ECE3-7-10066-s003.tex
PMC5724680	tex	JRSM-8-451-s001.tex
PMC5725844	nlogo	12918_2017_516_MOESM1_ESM.nlogo
PMC5726661	frm	pone.0188774.s015.frm
PMC5726733	py	pone.0188616.s001.py
PMC5728485	mat	pone.0187441.s003.mat
PMC5728568	mat	pone.0188579.s002.mat
PMC5728573	java	pone.0189660.s011.java
PMC5728573	java	pone.0189660.s012.java
PMC5728573	java	pone.0189660.s013.java
PMC5728579	m	pone.0189529.s001.m
PMC5728579	m	pone.0189529.s002.m
PMC5728579	m	pone.0189529.s003.m
PMC5728719	rmd	elife-28415-supp1.rmd
PMC5730120	nlogo	pone.0189578.s005.nlogo
PMC5730165	tex	pone.0188252.s002.tex
PMC5731747	r	pone.0189173.s006.R
PMC5731765	tex	pone.0188606.s001.tex
PMC5733368	json	peerj-05-4165-s001.json
PMC5733898	mat	peerj-05-4164-s001.mat
PMC5734876	m	elife-30809-code1.m
PMC5734877	r	elife-30201-fig2-figsupp2-data1.r
PMC5735504	r	13040_2017_158_MOESM1_ESM.r
PMC5735545	r	12862_2017_1092_MOESM18_ESM.r
PMC5736231	mat	pone.0189963.s001.mat
PMC5737981	r	pone.0188380.s003.R
PMC5738058	mat	pone.0189143.s001.mat
PMC5738069	r	pone.0189349.s018.R
PMC5739447	r	pone.0189922.s002.r
PMC5740937	tab	12859_2017_1989_MOESM4_ESM.tab
PMC5740937	tab	12859_2017_1989_MOESM5_ESM.tab
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S1.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S10.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S11.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S2.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S3.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S4.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S6.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S7.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S8.ps
PMC5741052	ps	supp_gr.224964.117_Supplemental_Fig_S9.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S1.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S10.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S11.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S2.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S3.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S4.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S5.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S6.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S7.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S8.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Fig_S9.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Table_S1.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Table_S2.ps
PMC5741056	ps	supp_gr.223735.117_Supplemental_Table_S3.ps
PMC5741926	r	12879_2017_2867_MOESM3_ESM.r
PMC5743483	r	ECE3-7-11227-s002.R
PMC5743807	m	MBT2-11-224-s004.m
PMC5744467	r	1701387_TextS5.R
PMC5744467	r	1701387_TextS7.R
PMC5745080	m	elife-28635-fig3-code1.m
PMC5745080	m	elife-28635-fig3-code2.m
PMC5745080	m	elife-28635-fig3-code3.m
PMC5745085	m	elife-28183-code1.m
PMC5745085	m	elife-28183-code2.m
PMC5745085	m	elife-28183-code3.m
PMC5745747	r	12920_2017_317_MOESM3_ESM.r
PMC5746257	r	pone.0190259.s008.r
PMC5748029	1	10856_2017_6018_MOESM1_ESM.1
PMC5748965	r	12918_2017_484_MOESM1_ESM.r
PMC5749677	tex	pone.0189419.s001.tex
PMC5749765	rmd	pone.0190195.s001.Rmd
PMC5749765	r	pone.0190195.s004.R
PMC5749765	bib	pone.0190195.s007.bib
PMC5755285	rmd	12889_2017_4998_MOESM2_ESM.rmd
PMC5755285	rmd	12889_2017_4998_MOESM3_ESM.rmd
PMC5755285	rmd	12889_2017_4998_MOESM4_ESM.rmd
PMC5755285	rmd	12889_2017_4998_MOESM5_ESM.rmd
PMC5755285	rmd	12889_2017_4998_MOESM6_ESM.rmd
PMC5755783	r	pone.0190422.s003.r
PMC5755783	r	pone.0190422.s004.r
PMC5755852	r	pone.0190612.s002.R
PMC5756090	m	pone.0188996.s003.m
PMC5756438	r	13148_2017_433_MOESM2_ESM.r
PMC5756840	r	ECE3-8-732-s006.R
PMC5756886	nb	ECE3-8-584-s001.nb
PMC5760204	mat	elife-28132-data1.mat
PMC5760205	rmd	elife-30274-code1.rmd
PMC5761830	r	pone.0189969.s002.R
PMC5761846	tex	pone.0189860.s009.tex
PMC5764572	m	elife-32418-code1.m
PMC5764572	m	elife-32418-code2.m
PMC5764572	m	elife-32418-code3.m
PMC5766989	r	13104_2018_3126_MOESM2_ESM.r
PMC5767085	r	peerj-06-4223-s005.r
PMC5767085	r	peerj-06-4223-s007.r
PMC5768168	r	peerj-06-4249-s003.r
PMC5769743	ps	supp_063776.117_Supplemental_Figure_1_proteins.ps
PMC5769743	ps	supp_063776.117_Supplemental_Figure_2_other_mutations_in_Ssx.ps
PMC5769743	ps	supp_063776.117_Supplemental_Figure_3_mSxl.ps
PMC5770155	py	10827_2017_667_MOESM2_ESM.py
PMC5770155	py	10827_2017_667_MOESM3_ESM.py
PMC5771023	r	40168_2017_389_MOESM5_ESM.r
PMC5773213	r	pone.0191530.s002.R
PMC5773319	r	ECE3-8-928-s001.R
PMC5773319	r	ECE3-8-928-s002.R
PMC5774302	r	peerj-06-4242-s009.r
PMC5774753	r	pone.0191055.s001.R
PMC5774753	r	pone.0191055.s002.R
PMC5774753	r	pone.0191055.s003.R
PMC5774753	r	pone.0191055.s004.R
PMC5774753	r	pone.0191055.s005.R
PMC5774780	mat	pone.0191478.s001.mat
PMC5774780	mat	pone.0191478.s002.mat
PMC5774801	do	pone.0191549.s008.do
PMC5774815	r	pone.0191528.s010.R
PMC5774815	r	pone.0191528.s011.R
PMC5774815	r	pone.0191528.s012.R
PMC5774815	r	pone.0191528.s013.R
PMC5775754	r	peerj-06-4292-s003.r
PMC5778843	py	CP-019-C7CP02434G-s001.py
PMC5779667	tex	pone.0190448.s004.tex
PMC5779699	r	pone.0191628.s004.R
PMC5779701	r	pone.0191675.s002.R
PMC5783365	mat	pone.0191480.s002.mat
PMC5783376	r	pone.0191327.s004.R
PMC5783376	r	pone.0191327.s005.R
PMC5783376	r	pone.0191327.s006.R
PMC5783610	py	elife-31157-code1.py
PMC5784970	r	pone.0191770.s006.R
PMC5784970	r	pone.0191770.s007.R
PMC5784992	php	pone.0191838.s004.php
PMC5787228	r	122_2017_2998_MOESM3_ESM.r
PMC5787307	r	12859_2018_2020_MOESM3_ESM.r
PMC5788506	m	elife-31469-supp6.m
PMC5792025	r	pone.0192065.s001.R
PMC5792025	r	pone.0192065.s002.R
PMC5792025	r	pone.0192065.s004.R
PMC5792025	r	pone.0192065.s005.R
PMC5792542	r	ECE3-8-1451-s002.r
PMC5792542	r	ECE3-8-1451-s003.r
PMC5792542	r	ECE3-8-1451-s004.r
PMC5792911	nb	rsos171241supp1.nb
PMC5792911	nb	rsos171241supp2.nb
PMC5792949	m	rsos171783supp1.m
PMC5792949	m	rsos171783supp2.m
PMC5792949	m	rsos171783supp3.m
PMC5793988	bib	41073_2016_8_MOESM6_ESM.bib
PMC5794088	mod	pone.0191718.s001.MOD
PMC5794113	r	pone.0191846.s005.R
PMC5796712	mat	pone.0192407.s005.mat
PMC5796712	mat	pone.0192407.s008.mat
PMC5797450	pl	peerj-06-4322-s010.pl
PMC5797450	pl	peerj-06-4322-s011.pl
PMC5797450	pl	peerj-06-4322-s012.pl
PMC5797450	r	peerj-06-4322-s014.r
PMC5797450	r	peerj-06-4322-s015.r
PMC5798780	py	pone.0192355.s001.py
PMC5800695	mat	pone.0192217.s001.mat
PMC5801747	py	12859_2018_2049_MOESM4_ESM.py
PMC5804289	owl	bdj-06-e22676-s003.owl
PMC5805289	pl	pone.0192446.s001.pl
PMC5805316	r	pone.0192481.s006.R
PMC5806307	r	13071_2018_2674_MOESM2_ESM.r
PMC5806594	r	peerj-06-4280-s003.r
PMC5807894	r	peerj-06-4204-s001.r
PMC5809094	r	pbio.2003563.s031.R
PMC5809143	m	elife-31668-code1.m
PMC5809143	m	elife-31668-code2.m
PMC5809143	m	elife-31668-code3.m
PMC5809143	m	elife-31668-code4.m
PMC5811023	mat	pone.0192874.s003.mat
PMC5811023	mat	pone.0192874.s004.mat
PMC5812561	aspx	pone.0190394.s001.aspx
PMC5812718	h	elife-24656-code2.h
PMC5813942	r	pone.0191557.s004.R
PMC5813942	py	pone.0191557.s005.py
PMC5814058	r	ppat.1006770.s004.R
PMC5814091	mat	pone.0193183.s002.mat
PMC5814147	py	elife-31037-code1.py
PMC5814147	py	elife-31037-code2.py
PMC5814147	py	elife-31037-code3.py
PMC5814147	py	elife-31037-code4.py
PMC5814147	py	elife-31037-code5.py
PMC5815576	do	pone.0190163.s003.do
PMC5815850	r	elife-31515-code1.r
PMC5817937	r	peerj-06-4364-s003.r
PMC5821340	m	pone.0192456.s001.m
PMC5821355	r	pone.0193148.s002.r
PMC5822039	cls	JMI_005_021217_SD002.cls
PMC5822039	bib	JMI_005_021217_SD003.bib
PMC5822849	pl	peerj-06-4417-s004.pl
PMC5823461	nb	pbio.2003693.s003.nb
PMC5825041	r	pone.0193173.s004.R
PMC5825071	r	pone.0192833.s008.r
PMC5825071	r	pone.0192833.s009.r
PMC5825100	r	pone.0193365.s003.R
PMC5828118	r	13071_2018_2711_MOESM1_ESM.r
PMC5828348	r	pbio.2004825.s001.R
PMC5828423	r	40168_2018_420_MOESM8_ESM.r
PMC5828996	py	NIHMS938953-supplement-Script_Used_for_Drops_Segmentation_and_Measurements_of_Concentration_in_Drops.py
PMC5830799	m	rsos172341supp2.m
PMC5830799	m	rsos172341supp3.m
PMC5830799	m	rsos172341supp4.m
PMC5830799	m	rsos172341supp5.m
PMC5831033	m	pone.0192835.s001.m
PMC5831102	sps	pone.0193478.s003.sps
PMC5831220	r	12575_2018_67_MOESM9_ESM.r
PMC5831642	nb	pcbi.1005967.s002.nb
PMC5831701	jl	12711_2018_373_MOESM1_ESM.jl
PMC5831701	jl	12711_2018_373_MOESM2_ESM.jl
PMC5831944	ps	4898365.f1.ps
PMC5831944	ps	4898365.f2.ps
PMC5832735	m	rsif20170931supp1.m
PMC5832735	m	rsif20170931supp10.m
PMC5832735	m	rsif20170931supp2.m
PMC5832735	m	rsif20170931supp3.m
PMC5832735	m	rsif20170931supp4.m
PMC5832735	m	rsif20170931supp5.m
PMC5832735	m	rsif20170931supp6.m
PMC5832735	m	rsif20170931supp7.m
PMC5832735	m	rsif20170931supp8.m
PMC5832735	m	rsif20170931supp9.m
PMC5832829	m	rspa20170500supp2.m
PMC5832829	m	rspa20170500supp3.m
PMC5834215	m	pbio.2003933.s006.m
PMC5834215	m	pbio.2003933.s007.m
PMC5834245	m	elife-33220-code1.m
PMC5834245	m	elife-33220-code2.m
